Transaction_ID,Date,Customer_ID,Product_ID,Store_ID,Quantity,Product_Name,Product_Category,Unit_Price,Store_City,Store_Region,Total_Amount
T001820,2023-06-10,C0558,P008,S003,3,Backpack,Accessories,40,Chicago,Central,120
T002774,2023-06-10,C0129,P009,S001,2,Watch,Accessories,200,New York,East,400
T000024,2023-06-10,C0376,P004,S005,1,T-shirt,Clothing,25,Seattle,West,25
T003914,2023-06-10,C0688,P008,S005,4,Backpack,Accessories,40,Seattle,West,160
T003302,2023-06-10,C0682,P004,S001,3,T-shirt,Clothing,25,New York,East,75
T002018,2023-06-10,C0611,P006,S004,5,Sneakers,Footwear,80,Miami,South,400
T003140,2023-06-10,C0589,P002,S003,3,Smartphone,Electronics,800,Chicago,Central,2400
T004422,2023-06-10,C0092,P001,S002,4,Laptop,Electronics,1200,Los Angeles,West,4800
T000280,2023-06-10,C0268,P008,S001,1,Backpack,Accessories,40,New York,East,40
T000349,2023-06-10,C0977,P005,S005,2,Jeans,Clothing,50,Seattle,West,100
T002342,2023-06-10,C0530,P010,S003,3,Tablet,Electronics,500,Chicago,Central,1500
T003937,2023-06-10,C0660,P005,S003,3,Jeans,Clothing,50,Chicago,Central,150
T001002,2023-06-10,C0144,P010,S001,5,Tablet,Electronics,500,New York,East,2500
T004788,2023-06-10,C0423,P002,S003,1,Smartphone,Electronics,800,Chicago,Central,800
T002084,2023-06-10,C0144,P002,S003,3,Smartphone,Electronics,800,Chicago,Central,2400
T001195,2023-06-10,C0795,P002,S001,3,Smartphone,Electronics,800,New York,East,2400
T000298,2023-06-10,C0424,P004,S001,5,T-shirt,Clothing,25,New York,East,125
T001490,2023-06-10,C0559,P003,S003,2,Headphones,Electronics,100,Chicago,Central,200
T001281,2023-06-10,C0073,P002,S001,1,Smartphone,Electronics,800,New York,East,800
T002886,2023-06-10,C0647,P001,S004,4,Laptop,Electronics,1200,Miami,South,4800
T002234,2023-06-10,C0027,P001,S001,1,Laptop,Electronics,1200,New York,East,1200
T002740,2023-06-11,C0338,P004,S002,1,T-shirt,Clothing,25,Los Angeles,West,25
T004228,2023-06-11,C0779,P010,S002,4,Tablet,Electronics,500,Los Angeles,West,2000
T003442,2023-06-11,C0881,P005,S002,3,Jeans,Clothing,50,Los Angeles,West,150
T003831,2023-06-11,C0970,P009,S004,5,Watch,Accessories,200,Miami,South,1000
T004164,2023-06-11,C0694,P003,S003,1,Headphones,Electronics,100,Chicago,Central,100
T001245,2023-06-11,C0344,P008,S003,1,Backpack,Accessories,40,Chicago,Central,40
T000769,2023-06-11,C0225,P002,S005,5,Smartphone,Electronics,800,Seattle,West,4000
T001750,2023-06-11,C0850,P010,S001,2,Tablet,Electronics,500,New York,East,1000
T000072,2023-06-11,C0106,P007,S004,2,Coffee Maker,Appliances,150,Miami,South,300
T003211,2023-06-11,C0336,P006,S002,2,Sneakers,Footwear,80,Los Angeles,West,160
T003009,2023-06-11,C0375,P003,S003,3,Headphones,Electronics,100,Chicago,Central,300
T003616,2023-06-11,C0076,P007,S005,2,Coffee Maker,Appliances,150,Seattle,West,300
T003764,2023-06-11,C0905,P010,S004,4,Tablet,Electronics,500,Miami,South,2000
T004574,2023-06-11,C0538,P008,S001,2,Backpack,Accessories,40,New York,East,80
T003702,2023-06-11,C0908,P008,S002,3,Backpack,Accessories,40,Los Angeles,West,120
T002840,2023-06-12,C0304,P009,S003,4,Watch,Accessories,200,Chicago,Central,800
T003568,2023-06-12,C0967,P009,S002,2,Watch,Accessories,200,Los Angeles,West,400
T004796,2023-06-12,C0523,P002,S004,2,Smartphone,Electronics,800,Miami,South,1600
T000295,2023-06-12,C0733,P001,S004,5,Laptop,Electronics,1200,Miami,South,6000
T003528,2023-06-12,C0184,P001,S004,4,Laptop,Electronics,1200,Miami,South,4800
T000105,2023-06-12,C0708,P002,S002,5,Smartphone,Electronics,800,Los Angeles,West,4000
T004032,2023-06-12,C0049,P009,S001,3,Watch,Accessories,200,New York,East,600
T001966,2023-06-12,C0010,P005,S003,4,Jeans,Clothing,50,Chicago,Central,200
T002385,2023-06-12,C0977,P003,S003,5,Headphones,Electronics,100,Chicago,Central,500
T000507,2023-06-12,C0449,P003,S004,5,Headphones,Electronics,100,Miami,South,500
T000594,2023-06-12,C0982,P009,S004,3,Watch,Accessories,200,Miami,South,600
T004828,2023-06-12,C0513,P001,S002,4,Laptop,Electronics,1200,Los Angeles,West,4800
T001751,2023-06-12,C0066,P010,S001,1,Tablet,Electronics,500,New York,East,500
T003802,2023-06-12,C0589,P001,S002,2,Laptop,Electronics,1200,Los Angeles,West,2400
T003044,2023-06-12,C0180,P004,S004,3,T-shirt,Clothing,25,Miami,South,75
T001683,2023-06-12,C0622,P003,S001,4,Headphones,Electronics,100,New York,East,400
T003591,2023-06-13,C0057,P006,S004,4,Sneakers,Footwear,80,Miami,South,320
T002227,2023-06-13,C0050,P001,S002,1,Laptop,Electronics,1200,Los Angeles,West,1200
T000691,2023-06-13,C0313,P010,S004,1,Tablet,Electronics,500,Miami,South,500
T001969,2023-06-13,C0274,P008,S004,1,Backpack,Accessories,40,Miami,South,40
T002398,2023-06-13,C0248,P004,S003,5,T-shirt,Clothing,25,Chicago,Central,125
T004102,2023-06-13,C0666,P007,S002,5,Coffee Maker,Appliances,150,Los Angeles,West,750
T004376,2023-06-13,C0574,P010,S002,1,Tablet,Electronics,500,Los Angeles,West,500
T002969,2023-06-13,C0651,P004,S003,2,T-shirt,Clothing,25,Chicago,Central,50
T002272,2023-06-13,C0765,P007,S001,4,Coffee Maker,Appliances,150,New York,East,600
T000669,2023-06-13,C0864,P002,S004,5,Smartphone,Electronics,800,Miami,South,4000
T001712,2023-06-13,C0658,P008,S001,5,Backpack,Accessories,40,New York,East,200
T002590,2023-06-13,C0609,P008,S001,5,Backpack,Accessories,40,New York,East,200
T002493,2023-06-13,C0897,P003,S005,3,Headphones,Electronics,100,Seattle,West,300
T004433,2023-06-13,C0557,P002,S002,1,Smartphone,Electronics,800,Los Angeles,West,800
T000540,2023-06-13,C0857,P010,S003,3,Tablet,Electronics,500,Chicago,Central,1500
T003481,2023-06-13,C0071,P002,S005,1,Smartphone,Electronics,800,Seattle,West,800
T003136,2023-06-13,C0971,P003,S005,4,Headphones,Electronics,100,Seattle,West,400
T001381,2023-06-13,C0075,P007,S005,1,Coffee Maker,Appliances,150,Seattle,West,150
T003440,2023-06-14,C0193,P003,S001,2,Headphones,Electronics,100,New York,East,200
T001346,2023-06-14,C0328,P010,S002,1,Tablet,Electronics,500,Los Angeles,West,500
T004551,2023-06-14,C0923,P001,S001,1,Laptop,Electronics,1200,New York,East,1200
T002875,2023-06-14,C0071,P007,S003,3,Coffee Maker,Appliances,150,Chicago,Central,450
T000185,2023-06-14,C0626,P010,S002,2,Tablet,Electronics,500,Los Angeles,West,1000
T003474,2023-06-14,C0378,P002,S004,4,Smartphone,Electronics,800,Miami,South,3200
T004791,2023-06-14,C0677,P010,S002,3,Tablet,Electronics,500,Los Angeles,West,1500
T001044,2023-06-14,C0493,P004,S001,3,T-shirt,Clothing,25,New York,East,75
T000616,2023-06-14,C0013,P006,S001,3,Sneakers,Footwear,80,New York,East,240
T003795,2023-06-14,C0420,P003,S002,3,Headphones,Electronics,100,Los Angeles,West,300
T001996,2023-06-14,C0658,P001,S003,2,Laptop,Electronics,1200,Chicago,Central,2400
T000750,2023-06-14,C0726,P004,S002,1,T-shirt,Clothing,25,Los Angeles,West,25
T001274,2023-06-14,C0709,P010,S005,4,Tablet,Electronics,500,Seattle,West,2000
T004918,2023-06-15,C0801,P004,S002,4,T-shirt,Clothing,25,Los Angeles,West,100
T004386,2023-06-15,C0682,P002,S002,5,Smartphone,Electronics,800,Los Angeles,West,4000
T000800,2023-06-15,C0375,P008,S003,2,Backpack,Accessories,40,Chicago,Central,80
T001785,2023-06-15,C0275,P009,S004,4,Watch,Accessories,200,Miami,South,800
T001236,2023-06-15,C0247,P001,S005,5,Laptop,Electronics,1200,Seattle,West,6000
T003757,2023-06-15,C0529,P001,S002,5,Laptop,Electronics,1200,Los Angeles,West,6000
T003333,2023-06-15,C0836,P010,S002,3,Tablet,Electronics,500,Los Angeles,West,1500
T004880,2023-06-15,C0649,P001,S001,2,Laptop,Electronics,1200,New York,East,2400
T004838,2023-06-15,C0291,P008,S005,4,Backpack,Accessories,40,Seattle,West,160
T001833,2023-06-15,C0663,P007,S002,1,Coffee Maker,Appliances,150,Los Angeles,West,150
T004328,2023-06-15,C0514,P008,S002,4,Backpack,Accessories,40,Los Angeles,West,160
T002373,2023-06-15,C0625,P009,S004,3,Watch,Accessories,200,Miami,South,600
T004770,2023-06-15,C0716,P002,S001,1,Smartphone,Electronics,800,New York,East,800
T001800,2023-06-15,C0177,P009,S004,2,Watch,Accessories,200,Miami,South,400
T002958,2023-06-16,C0637,P006,S002,1,Sneakers,Footwear,80,Los Angeles,West,80
T002920,2023-06-16,C0778,P008,S005,5,Backpack,Accessories,40,Seattle,West,200
T003377,2023-06-16,C0588,P007,S005,2,Coffee Maker,Appliances,150,Seattle,West,300
T002266,2023-06-16,C0082,P009,S004,2,Watch,Accessories,200,Miami,South,400
T002255,2023-06-16,C0753,P008,S005,1,Backpack,Accessories,40,Seattle,West,40
T002223,2023-06-16,C0024,P006,S005,5,Sneakers,Footwear,80,Seattle,West,400
T004193,2023-06-16,C0749,P004,S004,4,T-shirt,Clothing,25,Miami,South,100
T004580,2023-06-16,C0732,P002,S003,1,Smartphone,Electronics,800,Chicago,Central,800
T000633,2023-06-16,C0928,P004,S002,2,T-shirt,Clothing,25,Los Angeles,West,50
T004284,2023-06-16,C0325,P008,S001,4,Backpack,Accessories,40,New York,East,160
T000047,2023-06-16,C0446,P010,S001,5,Tablet,Electronics,500,New York,East,2500
T000514,2023-06-17,C0108,P005,S005,3,Jeans,Clothing,50,Seattle,West,150
T001009,2023-06-17,C0088,P002,S003,4,Smartphone,Electronics,800,Chicago,Central,3200
T002946,2023-06-17,C0121,P006,S003,4,Sneakers,Footwear,80,Chicago,Central,320
T001358,2023-06-17,C0908,P002,S003,5,Smartphone,Electronics,800,Chicago,Central,4000
T004234,2023-06-17,C0299,P005,S001,2,Jeans,Clothing,50,New York,East,100
T003277,2023-06-17,C0972,P009,S005,4,Watch,Accessories,200,Seattle,West,800
T000609,2023-06-17,C0754,P009,S002,4,Watch,Accessories,200,Los Angeles,West,800
T001634,2023-06-17,C0339,P001,S001,5,Laptop,Electronics,1200,New York,East,6000
T004127,2023-06-17,C0505,P005,S004,4,Jeans,Clothing,50,Miami,South,200
T004406,2023-06-17,C0429,P005,S001,5,Jeans,Clothing,50,New York,East,250
T004463,2023-06-17,C0471,P008,S004,2,Backpack,Accessories,40,Miami,South,80
T000297,2023-06-18,C0853,P006,S004,1,Sneakers,Footwear,80,Miami,South,80
T004198,2023-06-18,C0046,P005,S004,1,Jeans,Clothing,50,Miami,South,50
T002900,2023-06-18,C0387,P010,S002,4,Tablet,Electronics,500,Los Angeles,West,2000
T002085,2023-06-18,C0384,P006,S004,4,Sneakers,Footwear,80,Miami,South,320
T003947,2023-06-18,C0519,P002,S005,2,Smartphone,Electronics,800,Seattle,West,1600
T004118,2023-06-18,C0848,P002,S003,2,Smartphone,Electronics,800,Chicago,Central,1600
T004313,2023-06-18,C0039,P010,S004,2,Tablet,Electronics,500,Miami,South,1000
T002583,2023-06-18,C0154,P007,S002,2,Coffee Maker,Appliances,150,Los Angeles,West,300
T004139,2023-06-18,C0988,P004,S002,2,T-shirt,Clothing,25,Los Angeles,West,50
T001640,2023-06-18,C0518,P005,S002,4,Jeans,Clothing,50,Los Angeles,West,200
T003560,2023-06-18,C0019,P004,S005,5,T-shirt,Clothing,25,Seattle,West,125
T004404,2023-06-19,C0320,P010,S002,4,Tablet,Electronics,500,Los Angeles,West,2000
T000610,2023-06-19,C0146,P003,S005,1,Headphones,Electronics,100,Seattle,West,100
T001597,2023-06-19,C0503,P002,S005,1,Smartphone,Electronics,800,Seattle,West,800
T003422,2023-06-19,C0055,P001,S001,3,Laptop,Electronics,1200,New York,East,3600
T003826,2023-06-19,C0693,P008,S002,1,Backpack,Accessories,40,Los Angeles,West,40
T001646,2023-06-19,C0147,P003,S002,4,Headphones,Electronics,100,Los Angeles,West,400
T004003,2023-06-19,C0897,P006,S001,5,Sneakers,Footwear,80,New York,East,400
T001495,2023-06-19,C0421,P009,S005,3,Watch,Accessories,200,Seattle,West,600
T000374,2023-06-19,C0370,P010,S005,4,Tablet,Electronics,500,Seattle,West,2000
T000845,2023-06-19,C0298,P001,S004,3,Laptop,Electronics,1200,Miami,South,3600
T004879,2023-06-19,C0172,P005,S002,4,Jeans,Clothing,50,Los Angeles,West,200
T000160,2023-06-19,C0076,P008,S004,3,Backpack,Accessories,40,Miami,South,120
T002209,2023-06-19,C0372,P002,S005,2,Smartphone,Electronics,800,Seattle,West,1600
T000032,2023-06-19,C0302,P004,S001,4,T-shirt,Clothing,25,New York,East,100
T004739,2023-06-19,C0304,P002,S001,2,Smartphone,Electronics,800,New York,East,1600
T000407,2023-06-19,C0195,P002,S005,1,Smartphone,Electronics,800,Seattle,West,800
T000149,2023-06-20,C0072,P005,S003,1,Jeans,Clothing,50,Chicago,Central,50
T001987,2023-06-20,C0143,P001,S004,3,Laptop,Electronics,1200,Miami,South,3600
T001482,2023-06-20,C0846,P008,S002,1,Backpack,Accessories,40,Los Angeles,West,40
T004626,2023-06-20,C0925,P010,S005,5,Tablet,Electronics,500,Seattle,West,2500
T003810,2023-06-20,C0367,P004,S001,3,T-shirt,Clothing,25,New York,East,75
T001142,2023-06-20,C0685,P009,S001,5,Watch,Accessories,200,New York,East,1000
T004001,2023-06-20,C0412,P006,S002,2,Sneakers,Footwear,80,Los Angeles,West,160
T003551,2023-06-20,C0788,P009,S002,2,Watch,Accessories,200,Los Angeles,West,400
T002654,2023-06-20,C0447,P007,S004,4,Coffee Maker,Appliances,150,Miami,South,600
T004858,2023-06-20,C0161,P008,S005,5,Backpack,Accessories,40,Seattle,West,200
T002613,2023-06-21,C0226,P010,S001,1,Tablet,Electronics,500,New York,East,500
T001007,2023-06-21,C0927,P009,S002,4,Watch,Accessories,200,Los Angeles,West,800
T003176,2023-06-21,C0040,P007,S002,3,Coffee Maker,Appliances,150,Los Angeles,West,450
T003365,2023-06-21,C0478,P006,S003,4,Sneakers,Footwear,80,Chicago,Central,320
T000331,2023-06-21,C0028,P007,S002,4,Coffee Maker,Appliances,150,Los Angeles,West,600
T000121,2023-06-21,C0607,P002,S004,3,Smartphone,Electronics,800,Miami,South,2400
T000189,2023-06-21,C0717,P003,S004,4,Headphones,Electronics,100,Miami,South,400
T002194,2023-06-21,C0885,P007,S003,2,Coffee Maker,Appliances,150,Chicago,Central,300
T002298,2023-06-21,C0625,P006,S004,1,Sneakers,Footwear,80,Miami,South,80
T001421,2023-06-21,C0947,P002,S005,5,Smartphone,Electronics,800,Seattle,West,4000
T000217,2023-06-21,C0701,P002,S001,4,Smartphone,Electronics,800,New York,East,3200
T001112,2023-06-22,C0923,P004,S002,4,T-shirt,Clothing,25,Los Angeles,West,100
T002491,2023-06-22,C0321,P010,S002,1,Tablet,Electronics,500,Los Angeles,West,500
T003606,2023-06-22,C0265,P001,S002,5,Laptop,Electronics,1200,Los Angeles,West,6000
T004774,2023-06-22,C0726,P010,S005,3,Tablet,Electronics,500,Seattle,West,1500
T000383,2023-06-22,C0588,P006,S003,1,Sneakers,Footwear,80,Chicago,Central,80
T004015,2023-06-22,C0509,P006,S001,2,Sneakers,Footwear,80,New York,East,160
T000658,2023-06-22,C0836,P008,S001,2,Backpack,Accessories,40,New York,East,80
T001882,2023-06-22,C0660,P002,S002,5,Smartphone,Electronics,800,Los Angeles,West,4000
T002540,2023-06-22,C0873,P002,S005,2,Smartphone,Electronics,800,Seattle,West,1600
T000660,2023-06-22,C0187,P006,S001,1,Sneakers,Footwear,80,New York,East,80
T002758,2023-06-22,C0666,P006,S005,5,Sneakers,Footwear,80,Seattle,West,400
T000640,2023-06-22,C0381,P004,S001,1,T-shirt,Clothing,25,New York,East,25
T000979,2023-06-22,C0490,P002,S005,3,Smartphone,Electronics,800,Seattle,West,2400
T001363,2023-06-22,C0939,P007,S003,1,Coffee Maker,Appliances,150,Chicago,Central,150
T004041,2023-06-22,C0981,P010,S002,2,Tablet,Electronics,500,Los Angeles,West,1000
T003489,2023-06-22,C0238,P009,S005,2,Watch,Accessories,200,Seattle,West,400
T003762,2023-06-22,C0992,P008,S001,2,Backpack,Accessories,40,New York,East,80
T002412,2023-06-22,C0363,P009,S003,3,Watch,Accessories,200,Chicago,Central,600
T004675,2023-06-22,C0210,P007,S005,1,Coffee Maker,Appliances,150,Seattle,West,150
T002195,2023-06-22,C0929,P008,S004,2,Backpack,Accessories,40,Miami,South,80
T000758,2023-06-22,C0880,P008,S002,2,Backpack,Accessories,40,Los Angeles,West,80
T003125,2023-06-22,C0339,P005,S005,1,Jeans,Clothing,50,Seattle,West,50
T003292,2023-06-23,C0105,P003,S003,3,Headphones,Electronics,100,Chicago,Central,300
T001768,2023-06-23,C0309,P010,S002,5,Tablet,Electronics,500,Los Angeles,West,2500
T001836,2023-06-23,C0343,P008,S004,1,Backpack,Accessories,40,Miami,South,40
T002826,2023-06-23,C0661,P004,S005,4,T-shirt,Clothing,25,Seattle,West,100
T002615,2023-06-23,C0740,P006,S003,2,Sneakers,Footwear,80,Chicago,Central,160
T004436,2023-06-23,C0032,P002,S002,5,Smartphone,Electronics,800,Los Angeles,West,4000
T000360,2023-06-23,C0872,P003,S004,3,Headphones,Electronics,100,Miami,South,300
T003904,2023-06-23,C0373,P004,S005,1,T-shirt,Clothing,25,Seattle,West,25
T000607,2023-06-23,C0571,P008,S001,2,Backpack,Accessories,40,New York,East,80
T003187,2023-06-23,C0900,P008,S005,5,Backpack,Accessories,40,Seattle,West,200
T003828,2023-06-24,C0268,P005,S001,2,Jeans,Clothing,50,New York,East,100
T001994,2023-06-24,C0788,P003,S003,1,Headphones,Electronics,100,Chicago,Central,100
T003718,2023-06-24,C0503,P006,S001,3,Sneakers,Footwear,80,New York,East,240
T004211,2023-06-24,C0458,P005,S003,2,Jeans,Clothing,50,Chicago,Central,100
T003820,2023-06-24,C0084,P006,S005,3,Sneakers,Footwear,80,Seattle,West,240
T003524,2023-06-24,C0684,P006,S004,5,Sneakers,Footwear,80,Miami,South,400
T000036,2023-06-24,C0192,P003,S002,5,Headphones,Electronics,100,Los Angeles,West,500
T001231,2023-06-24,C0837,P006,S004,5,Sneakers,Footwear,80,Miami,South,400
T004591,2023-06-24,C0619,P008,S005,5,Backpack,Accessories,40,Seattle,West,200
T004596,2023-06-24,C0754,P009,S002,4,Watch,Accessories,200,Los Angeles,West,800
T003896,2023-06-24,C0790,P002,S005,4,Smartphone,Electronics,800,Seattle,West,3200
T002054,2023-06-24,C0748,P010,S004,1,Tablet,Electronics,500,Miami,South,500
T002230,2023-06-24,C0498,P006,S002,4,Sneakers,Footwear,80,Los Angeles,West,320
T001733,2023-06-24,C0323,P002,S004,2,Smartphone,Electronics,800,Miami,South,1600
T003297,2023-06-24,C0255,P006,S004,4,Sneakers,Footwear,80,Miami,South,320
T001709,2023-06-24,C0555,P001,S004,5,Laptop,Electronics,1200,Miami,South,6000
T001611,2023-06-25,C0433,P006,S003,5,Sneakers,Footwear,80,Chicago,Central,400
T000307,2023-06-25,C0192,P006,S002,2,Sneakers,Footwear,80,Los Angeles,West,160
T003053,2023-06-25,C0057,P007,S004,4,Coffee Maker,Appliances,150,Miami,South,600
T003395,2023-06-25,C0917,P006,S004,3,Sneakers,Footwear,80,Miami,South,240
T002087,2023-06-25,C0361,P003,S002,1,Headphones,Electronics,100,Los Angeles,West,100
T002992,2023-06-25,C0478,P006,S003,2,Sneakers,Footwear,80,Chicago,Central,160
T004385,2023-06-25,C0632,P010,S004,3,Tablet,Electronics,500,Miami,South,1500
T000372,2023-06-25,C0472,P008,S002,2,Backpack,Accessories,40,Los Angeles,West,80
T001607,2023-06-25,C0224,P009,S001,3,Watch,Accessories,200,New York,East,600
T004818,2023-06-25,C0660,P007,S002,3,Coffee Maker,Appliances,150,Los Angeles,West,450
T001465,2023-06-25,C0071,P005,S001,3,Jeans,Clothing,50,New York,East,150
T004803,2023-06-25,C0739,P007,S005,3,Coffee Maker,Appliances,150,Seattle,West,450
T000544,2023-06-26,C0278,P003,S003,4,Headphones,Electronics,100,Chicago,Central,400
T004529,2023-06-26,C0491,P003,S004,4,Headphones,Electronics,100,Miami,South,400
T003708,2023-06-26,C0990,P008,S003,5,Backpack,Accessories,40,Chicago,Central,200
T001567,2023-06-26,C0274,P001,S001,5,Laptop,Electronics,1200,New York,East,6000
T000728,2023-06-26,C0741,P008,S001,5,Backpack,Accessories,40,New York,East,200
T001518,2023-06-26,C0455,P001,S002,4,Laptop,Electronics,1200,Los Angeles,West,4800
T000568,2023-06-26,C0653,P001,S001,2,Laptop,Electronics,1200,New York,East,2400
T001206,2023-06-26,C0287,P008,S003,2,Backpack,Accessories,40,Chicago,Central,80
T003296,2023-06-26,C0425,P005,S003,3,Jeans,Clothing,50,Chicago,Central,150
T003237,2023-06-26,C0615,P010,S004,4,Tablet,Electronics,500,Miami,South,2000
T002902,2023-06-26,C0966,P008,S004,3,Backpack,Accessories,40,Miami,South,120
T000737,2023-06-26,C0106,P002,S001,1,Smartphone,Electronics,800,New York,East,800
T004316,2023-06-26,C0602,P006,S001,3,Sneakers,Footwear,80,New York,East,240
T001918,2023-06-26,C0749,P008,S004,3,Backpack,Accessories,40,Miami,South,120
T001196,2023-06-26,C0372,P001,S004,5,Laptop,Electronics,1200,Miami,South,6000
T001853,2023-06-27,C0813,P006,S004,3,Sneakers,Footwear,80,Miami,South,240
T002887,2023-06-27,C0443,P004,S001,2,T-shirt,Clothing,25,New York,East,50
T001249,2023-06-27,C0730,P006,S005,3,Sneakers,Footwear,80,Seattle,West,240
T003658,2023-06-27,C0494,P007,S005,3,Coffee Maker,Appliances,150,Seattle,West,450
T002437,2023-06-27,C0384,P001,S002,2,Laptop,Electronics,1200,Los Angeles,West,2400
T002036,2023-06-27,C0572,P007,S003,1,Coffee Maker,Appliances,150,Chicago,Central,150
T001003,2023-06-27,C0016,P006,S003,1,Sneakers,Footwear,80,Chicago,Central,80
T001573,2023-06-27,C0422,P006,S001,2,Sneakers,Footwear,80,New York,East,160
T004802,2023-06-27,C0539,P002,S001,2,Smartphone,Electronics,800,New York,East,1600
T000696,2023-06-27,C0230,P007,S002,5,Coffee Maker,Appliances,150,Los Angeles,West,750
T004760,2023-06-27,C0429,P001,S002,5,Laptop,Electronics,1200,Los Angeles,West,6000
T002961,2023-06-27,C0447,P004,S004,5,T-shirt,Clothing,25,Miami,South,125
T000506,2023-06-27,C0514,P009,S003,3,Watch,Accessories,200,Chicago,Central,600
T002862,2023-06-27,C0973,P003,S005,5,Headphones,Electronics,100,Seattle,West,500
T004391,2023-06-27,C0082,P007,S003,4,Coffee Maker,Appliances,150,Chicago,Central,600
T002462,2023-06-27,C0112,P002,S003,2,Smartphone,Electronics,800,Chicago,Central,1600
T003520,2023-06-28,C0998,P007,S003,2,Coffee Maker,Appliances,150,Chicago,Central,300
T004133,2023-06-28,C0973,P007,S001,2,Coffee Maker,Appliances,150,New York,East,300
T001076,2023-06-28,C0246,P001,S005,5,Laptop,Electronics,1200,Seattle,West,6000
T000138,2023-06-28,C0412,P010,S002,1,Tablet,Electronics,500,Los Angeles,West,500
T000509,2023-06-28,C0700,P004,S004,4,T-shirt,Clothing,25,Miami,South,100
T003712,2023-06-28,C0196,P009,S001,3,Watch,Accessories,200,New York,East,600
T004259,2023-06-28,C0895,P008,S003,3,Backpack,Accessories,40,Chicago,Central,120
T002019,2023-06-28,C0485,P010,S005,3,Tablet,Electronics,500,Seattle,West,1500
T003201,2023-06-28,C0936,P007,S005,1,Coffee Maker,Appliances,150,Seattle,West,150
T004442,2023-06-28,C0204,P003,S005,5,Headphones,Electronics,100,Seattle,West,500
T001188,2023-06-28,C0681,P005,S005,5,Jeans,Clothing,50,Seattle,West,250
T001060,2023-06-28,C0678,P010,S005,3,Tablet,Electronics,500,Seattle,West,1500
T004955,2023-06-28,C0546,P001,S001,4,Laptop,Electronics,1200,New York,East,4800
T001809,2023-06-28,C0294,P006,S003,3,Sneakers,Footwear,80,Chicago,Central,240
T000936,2023-06-29,C0886,P010,S002,5,Tablet,Electronics,500,Los Angeles,West,2500
T001192,2023-06-29,C0610,P007,S004,2,Coffee Maker,Appliances,150,Miami,South,300
T000195,2023-06-29,C0911,P009,S005,1,Watch,Accessories,200,Seattle,West,200
T002358,2023-06-29,C0284,P002,S003,3,Smartphone,Electronics,800,Chicago,Central,2400
T000490,2023-06-29,C0192,P001,S005,3,Laptop,Electronics,1200,Seattle,West,3600
T000406,2023-06-29,C0005,P005,S001,5,Jeans,Clothing,50,New York,East,250
T000880,2023-06-29,C0090,P009,S002,4,Watch,Accessories,200,Los Angeles,West,800
T003045,2023-06-29,C0938,P006,S004,1,Sneakers,Footwear,80,Miami,South,80
T000342,2023-06-30,C0299,P010,S003,4,Tablet,Electronics,500,Chicago,Central,2000
T004044,2023-06-30,C0255,P010,S002,5,Tablet,Electronics,500,Los Angeles,West,2500
T002489,2023-06-30,C0710,P004,S004,1,T-shirt,Clothing,25,Miami,South,25
T003825,2023-06-30,C0825,P009,S003,4,Watch,Accessories,200,Chicago,Central,800
T002023,2023-06-30,C0164,P010,S003,5,Tablet,Electronics,500,Chicago,Central,2500
T000588,2023-06-30,C0415,P006,S003,5,Sneakers,Footwear,80,Chicago,Central,400
T001772,2023-06-30,C0374,P003,S005,2,Headphones,Electronics,100,Seattle,West,200
T004654,2023-06-30,C0079,P002,S003,5,Smartphone,Electronics,800,Chicago,Central,4000
T004116,2023-06-30,C0744,P010,S003,4,Tablet,Electronics,500,Chicago,Central,2000
T001645,2023-06-30,C0349,P001,S003,1,Laptop,Electronics,1200,Chicago,Central,1200
T003890,2023-06-30,C0861,P005,S002,1,Jeans,Clothing,50,Los Angeles,West,50
T002595,2023-06-30,C0515,P006,S003,3,Sneakers,Footwear,80,Chicago,Central,240
T004950,2023-06-30,C0731,P004,S005,5,T-shirt,Clothing,25,Seattle,West,125
T004108,2023-06-30,C0084,P005,S004,2,Jeans,Clothing,50,Miami,South,100
T001373,2023-06-30,C0601,P010,S005,2,Tablet,Electronics,500,Seattle,West,1000
T001163,2023-07-01,C0123,P008,S005,2,Backpack,Accessories,40,Seattle,West,80
T004450,2023-07-01,C0922,P001,S002,3,Laptop,Electronics,1200,Los Angeles,West,3600
T004895,2023-07-01,C0208,P004,S005,4,T-shirt,Clothing,25,Seattle,West,100
T002825,2023-07-01,C0282,P009,S005,3,Watch,Accessories,200,Seattle,West,600
T004288,2023-07-01,C0728,P007,S003,4,Coffee Maker,Appliances,150,Chicago,Central,600
T001189,2023-07-01,C0310,P009,S003,5,Watch,Accessories,200,Chicago,Central,1000
T004815,2023-07-01,C0255,P004,S004,5,T-shirt,Clothing,25,Miami,South,125
T004689,2023-07-01,C0604,P007,S002,4,Coffee Maker,Appliances,150,Los Angeles,West,600
T001275,2023-07-01,C0475,P010,S004,3,Tablet,Electronics,500,Miami,South,1500
T002845,2023-07-01,C0699,P010,S002,2,Tablet,Electronics,500,Los Angeles,West,1000
T000632,2023-07-01,C0675,P007,S001,4,Coffee Maker,Appliances,150,New York,East,600
T003807,2023-07-01,C0171,P008,S002,3,Backpack,Accessories,40,Los Angeles,West,120
T004887,2023-07-01,C0700,P010,S002,2,Tablet,Electronics,500,Los Angeles,West,1000
T002763,2023-07-02,C0885,P007,S001,5,Coffee Maker,Appliances,150,New York,East,750
